"Time","ru"
2022-01-17 22:54:00,
2022-01-17 22:54:30,1331200
2022-01-17 22:55:00,7753728
2022-01-17 22:55:30,1064960
2022-01-17 22:56:00,1064960
2022-01-17 22:56:30,1064960
2022-01-17 22:57:00,1064960
2022-01-17 22:57:30,1064960
2022-01-17 22:58:00,87191552
2022-01-17 22:58:30,87986176
2022-01-17 22:59:00,89268224
2022-01-17 22:59:30,89567232
2022-01-17 23:00:00,88555520

