"Time","du"
2022-01-17 22:54:00,
2022-01-17 22:54:30,2854912
2022-01-17 22:55:00,8429568
2022-01-17 22:55:30,8388608
2022-01-17 22:56:00,999424
2022-01-17 22:56:30,362545152
2022-01-17 22:57:00,362545152
2022-01-17 22:57:30,362545152
2022-01-17 22:58:00,438300672
2022-01-17 22:58:30,438300672
2022-01-17 22:59:00,438706176
2022-01-17 22:59:30,438837248
2022-01-17 23:00:00,438837248

