"Time","cu"
2022-01-17 23:25:00,
2022-01-17 23:25:30,
2022-01-17 23:26:00,
2022-01-17 23:26:30,0.500
2022-01-17 23:27:00,0.488
2022-01-17 23:27:30,0.00372
2022-01-17 23:28:00,0
2022-01-17 23:28:30,0.0000416
2022-01-17 23:29:00,0
2022-01-17 23:29:30,0.000166
2022-01-17 23:30:00,6.7e-7
2022-01-17 23:30:30,0.0533
2022-01-17 23:31:00,0.0694

