"Time","limits"
2022-01-17 23:25:00,
2022-01-17 23:25:30,0.500
2022-01-17 23:26:00,0.500
2022-01-17 23:26:30,0.500
2022-01-17 23:27:00,0.500
2022-01-17 23:27:30,0.500
2022-01-17 23:28:00,0.500
2022-01-17 23:28:30,0.500
2022-01-17 23:29:00,0.500
2022-01-17 23:29:30,0.500
2022-01-17 23:30:00,0.500
2022-01-17 23:30:30,0.500
2022-01-17 23:31:00,0.500

