"Time","free5gc"
2022-01-17 23:25:00,
2022-01-17 23:25:30,
2022-01-17 23:26:00,139710464
2022-01-17 23:26:30,139710464
2022-01-17 23:27:00,139796480
2022-01-17 23:27:30,139796480
2022-01-17 23:28:00,139804672
2022-01-17 23:28:30,139804672
2022-01-17 23:29:00,141430784
2022-01-17 23:29:30,141426688
2022-01-17 23:30:00,142340096
2022-01-17 23:30:30,143241216
2022-01-17 23:31:00,143241216

