"Time","du"
2022-01-17 23:25:00,
2022-01-17 23:25:30,
2022-01-17 23:26:00,
2022-01-17 23:26:30,0.500
2022-01-17 23:27:00,0.500
2022-01-17 23:27:30,0.476
2022-01-17 23:28:00,0.0114
2022-01-17 23:28:30,0.000206
2022-01-17 23:29:00,0.000202
2022-01-17 23:29:30,0.0109
2022-01-17 23:30:00,0.201
2022-01-17 23:30:30,0.240
2022-01-17 23:31:00,0.404

