"Time","du"
2022-01-17 22:54:00,
2022-01-17 22:54:30,
2022-01-17 22:55:00,
2022-01-17 22:55:30,1.09
2022-01-17 22:56:00,1.09
2022-01-17 22:56:30,0.705
2022-01-17 22:57:00,0.0153
2022-01-17 22:57:30,0.000157
2022-01-17 22:58:00,0.000152
2022-01-17 22:58:30,0.128
2022-01-17 22:59:00,0.215
2022-01-17 22:59:30,0.379
2022-01-17 23:00:00,0.436

