"Time","free5gc"
2022-01-17 22:54:00,
2022-01-17 22:54:30,139837440
2022-01-17 22:55:00,139821056
2022-01-17 22:55:30,139821056
2022-01-17 22:56:00,139911168
2022-01-17 22:56:30,139919360
2022-01-17 22:57:00,139919360
2022-01-17 22:57:30,139919360
2022-01-17 22:58:00,141606912
2022-01-17 22:58:30,141606912
2022-01-17 22:59:00,143421440
2022-01-17 22:59:30,143421440
2022-01-17 23:00:00,143421440

